# ID,label,height,root_density
 185.00000,   1.00000,   5.97000,   0.00815
 186.00000,   1.00000,   9.97000,   0.01471
 187.00000,   1.00000,  10.05000,   0.01597
 188.00000,   1.00000,   9.98000,   0.01240
 189.00000,   1.00000,   8.89000,   0.02041
 190.00000,   1.00000,   6.58000,   0.00651
 191.00000,   1.00000,  14.46000,   0.00676
 192.00000,   1.00000,   5.07000,   0.01894
 193.00000,   1.00000,   5.48000,   0.00613
 194.00000,   1.00000,   8.20000,   0.00255
 195.00000,   1.00000,   8.42000,   0.00990
 196.00000,   1.00000,   5.83000,   0.01724
 197.00000,   1.00000,   5.64000,   0.01899
 198.00000,   1.00000,   7.90000,   0.01429
 199.00000,   1.00000,  14.23000,   0.01463
 200.00000,   2.00000,   5.64000,   0.01478
 201.00000,   2.00000,   7.82000,   0.00504
 202.00000,   2.00000,   8.99000,   0.01163
 203.00000,   2.00000,   7.30000,   0.02632
 204.00000,   2.00000,   7.50000,   0.00375
 205.00000,   2.00000,   8.97000,   0.03738
 206.00000,   2.00000,   6.59000,   0.02027
 207.00000,   2.00000,   8.17000,   0.00907
 208.00000,   2.00000,   4.15000,   0.00844
 209.00000,   2.00000,   7.10000,   0.00468
 210.00000,   2.00000,   8.13000,   0.00486
 211.00000,   2.00000,   6.63000,   0.04348
 212.00000,   2.00000,   8.19000,   0.02885
 213.00000,   2.00000,   9.45000,   0.00333
 214.00000,   2.00000,   5.21000,   0.02000
 215.00000,   2.00000,   8.84000,   0.00418
 216.00000,   2.00000,   5.39000,   0.00444
 217.00000,   2.00000,  10.21000,   0.00529
 218.00000,   2.00000,   7.30000,   0.00800
 219.00000,   2.00000,   7.64000,   0.03846
 220.00000,   2.00000,   4.30000,   0.00564
 221.00000,   2.00000,   6.89000,   0.02067
 222.00000,   2.00000,   7.49000,   0.01091
 223.00000,   2.00000,   7.86000,   0.01361
 224.00000,   2.00000,   8.38000,   0.00206
 225.00000,   2.00000,   5.54000,   0.01172
 226.00000,   2.00000,   7.12000,   0.00129
 227.00000,   2.00000,   6.41000,   0.00467
 228.00000,   2.00000,   5.69000,   0.02357
 229.00000,   2.00000,   3.66000,   0.02284
 230.00000,   2.00000,   7.82000,   0.01453
 231.00000,   2.00000,   4.90000,   0.05882
 232.00000,   2.00000,   7.34000,   0.00743
 233.00000,   2.00000,   4.91000,   0.01210
 234.00000,   2.00000,   8.53000,   0.00355
 235.00000,   2.00000,   6.69000,   0.01025
 236.00000,   2.00000,   7.84000,   0.02167
 237.00000,   2.00000,   4.45000,   0.02703
 238.00000,   2.00000,   4.00000,   0.03101
 239.00000,   2.00000,   4.54000,   0.02888
 240.00000,   2.00000,   9.08000,   0.01838
 241.00000,   2.00000,   5.40000,   0.03797
 242.00000,   2.00000,   7.68000,   0.03378
 243.00000,   2.00000,   4.17000,   0.06250
 244.00000,   2.00000,   6.33000,   0.01065
 245.00000,   2.00000,   8.53000,   0.00676
 246.00000,   2.00000,   6.13000,   0.00295
 247.00000,   2.00000,   7.86000,   0.00151
 248.00000,   2.00000,   5.23000,   0.00171
 249.00000,   2.00000,   5.65000,   0.00327
 250.00000,   2.00000,   4.25000,   0.01688
 251.00000,   2.00000,   9.90000,   0.00272
 252.00000,   2.00000,   6.85000,   0.00265
 253.00000,   2.00000,   7.82000,   0.02115
 254.00000,   2.00000,   6.05000,   0.02198
 255.00000,   2.00000,   6.38000,   0.03756
 256.00000,   2.00000,   3.15000,   0.00787
 257.00000,   2.00000,   8.26000,   0.00447
 258.00000,   2.00000,   7.60000,   0.00661
 259.00000,   2.00000,   6.24000,   0.00738
 260.00000,   2.00000,   6.26000,   0.01465
 261.00000,   2.00000,   6.76000,   0.00116
 262.00000,   2.00000,   7.19000,   0.01923
 263.00000,   2.00000,   5.35000,   0.01630
 264.00000,   2.00000,   7.14000,   0.00531
 265.00000,   2.00000,   4.86000,   0.00507
 266.00000,   2.00000,   5.50000,   0.00111
 267.00000,   2.00000,   6.19000,   0.00612
 268.00000,   2.00000,   5.61000,   0.03409
 269.00000,   2.00000,   7.36000,   0.02488
 270.00000,   2.00000,   7.35000,   0.01690
 271.00000,   2.00000,   5.81000,   0.01067
 272.00000,   2.00000,   7.88000,   0.03318
 273.00000,   2.00000,   6.03000,   0.00177
 274.00000,   2.00000,   4.87000,   0.02273
 275.00000,   2.00000,   6.38000,   0.00829
 276.00000,   2.00000,   7.03000,   0.02692
 277.00000,   2.00000,   7.24000,   0.01918
 278.00000,   2.00000,   4.32000,   0.00605
 279.00000,   2.00000,   5.09000,   0.01290
 280.00000,   2.00000,   7.57000,   0.02555
 281.00000,   2.00000,   7.13000,   0.01308
 282.00000,   2.00000,   6.87000,   0.03089
 283.00000,   2.00000,   3.89000,   0.03419
 284.00000,   2.00000,   4.95000,   0.00220
 285.00000,   2.00000,   6.42000,   0.00447
 286.00000,   2.00000,   8.26000,   0.00388
 287.00000,   2.00000,   8.54000,   0.05333
 288.00000,   2.00000,   8.45000,   0.00258
 289.00000,   2.00000,   8.52000,   0.00184
 290.00000,   2.00000,   8.82000,   0.01235
 291.00000,   2.00000,   4.58000,   0.01087
 292.00000,   2.00000,   8.20000,   0.02469
 293.00000,   2.00000,   6.61000,   0.02449
 294.00000,   2.00000,   7.64000,   0.01806
 295.00000,   2.00000,   6.10000,   0.00975
 296.00000,   2.00000,   4.78000,   0.01209
 297.00000,   2.00000,   7.31000,   0.00820
 298.00000,   2.00000,   8.52000,   0.00909
 299.00000,   2.00000,   6.25000,   0.01176
 300.00000,   3.00000,  15.93000,   0.04819
 301.00000,   3.00000,  17.45000,   0.09239
 302.00000,   3.00000,  16.61000,   0.07965
 303.00000,   3.00000,  17.26000,   0.12791
 304.00000,   3.00000,  17.24000,   0.01235
 305.00000,   3.00000,  15.07000,   0.20388
 306.00000,   3.00000,  15.34000,   0.07161
 307.00000,   3.00000,  16.17000,   0.00775
 308.00000,   3.00000,  12.26000,   0.00862
 309.00000,   3.00000,  14.12000,   0.01529
 310.00000,   3.00000,  16.57000,   0.02217
 311.00000,   3.00000,  13.73000,   0.08000
 312.00000,   3.00000,  17.11000,   0.23016
 313.00000,   3.00000,  10.98000,   0.02967
 314.00000,   3.00000,  14.59000,   0.08491
 315.00000,   3.00000,  12.33000,   0.13393
 316.00000,   3.00000,  14.97000,   0.09150
 317.00000,   3.00000,  12.63000,   0.04484
 318.00000,   3.00000,  17.51000,   0.19394
 319.00000,   3.00000,  14.79000,   0.10497
 320.00000,   3.00000,  17.20000,   0.06040
 321.00000,   3.00000,  16.26000,   0.03731
 322.00000,   3.00000,  18.30000,   0.14211
 323.00000,   3.00000,  17.04000,   0.19802
 324.00000,   3.00000,  19.47000,   0.14433
 325.00000,   3.00000,  14.95000,   0.09630
 326.00000,   3.00000,  15.31000,   0.14615
 327.00000,   3.00000,  20.16000,   0.07534
 328.00000,   3.00000,  15.24000,   0.19672
 329.00000,   3.00000,  18.24000,   0.02105
 330.00000,   3.00000,  17.00000,   0.04419
 331.00000,   3.00000,  12.90000,   0.30769
 332.00000,   3.00000,  15.09000,   0.06912
 333.00000,   3.00000,  14.69000,   0.05650
 334.00000,   3.00000,  16.79000,   0.14179
 335.00000,   3.00000,  16.36000,   0.06557
 336.00000,   3.00000,  16.21000,   0.07018
 337.00000,   3.00000,  24.90000,   0.09756
 338.00000,   3.00000,  18.02000,   0.05983
 339.00000,   3.00000,  14.85000,   0.08125
 340.00000,   3.00000,  17.03000,   0.16102
 341.00000,   3.00000,  17.74000,   0.13918
 342.00000,   3.00000,  15.05000,   0.10769
 343.00000,   3.00000,  14.78000,   0.09714
 344.00000,   3.00000,  17.74000,   0.10135
 345.00000,   3.00000,  16.52000,   0.01515
 346.00000,   3.00000,  18.76000,   0.10303
 347.00000,   3.00000,  14.40000,   0.04062
 348.00000,   3.00000,  14.97000,   0.11667
 349.00000,   3.00000,  11.08000,   0.08527
 350.00000,   3.00000,  14.02000,   0.08871
 351.00000,   3.00000,  13.08000,   0.02284
 352.00000,   3.00000,  15.84000,   0.03900
 353.00000,   3.00000,  19.07000,   0.07759
 354.00000,   3.00000,  11.06000,   0.01724
 355.00000,   3.00000,  19.41000,   0.06158
 356.00000,   3.00000,  15.11000,   0.12162
 357.00000,   3.00000,  16.08000,   0.17094
 358.00000,   3.00000,  16.95000,   0.09091
 359.00000,   3.00000,  16.01000,   0.05247
 360.00000,   3.00000,  16.56000,   0.03791
 361.00000,   3.00000,  11.01000,   0.01216
 362.00000,   3.00000,  17.44000,   0.04633
 363.00000,   3.00000,  15.17000,   0.19492
 364.00000,   3.00000,  17.02000,   0.03160
 365.00000,   3.00000,  17.33000,   0.01299
 366.00000,   3.00000,  11.14000,   0.07258
 367.00000,   3.00000,  12.02000,   0.04950
 368.00000,   3.00000,  17.28000,   0.06593
 369.00000,   3.00000,  16.43000,   0.15672
 370.00000,   3.00000,  16.93000,   0.11628
 371.00000,   3.00000,  22.90000,   0.07748
 372.00000,   3.00000,  20.67000,   0.06122
 373.00000,   3.00000,  19.43000,   0.07143
 374.00000,   3.00000,  17.28000,   0.12230
 375.00000,   3.00000,  16.45000,   0.10695
 376.00000,   3.00000,  18.76000,   0.09317
 377.00000,   3.00000,  24.87000,   0.11475
 378.00000,   3.00000,  13.62000,   0.12775
 379.00000,   3.00000,  20.68000,   0.01923
 380.00000,   3.00000,  16.28000,   0.13918
 381.00000,   3.00000,  17.30000,   0.02312
 382.00000,   3.00000,  14.04000,   0.03448
 383.00000,   3.00000,  19.16000,   0.16667
 384.00000,   3.00000,  22.35000,   0.08333
 385.00000,   3.00000,  18.69000,   0.08811
 386.00000,   3.00000,  17.22000,   0.18421
 387.00000,   3.00000,  25.83000,   0.04245
 388.00000,   3.00000,  16.42000,   0.11043
 389.00000,   3.00000,  16.33000,   0.05752
 390.00000,   3.00000,  16.42000,   0.15421
 391.00000,   3.00000,  14.85000,   0.05820
 392.00000,   3.00000,  18.64000,   0.12644
 393.00000,   3.00000,  15.27000,   0.10714
 394.00000,   3.00000,  15.19000,   0.06667
 395.00000,   3.00000,  17.26000,   0.02649
 396.00000,   3.00000,   9.01000,   0.03636
 397.00000,   3.00000,  13.75000,   0.23423
 398.00000,   3.00000,  20.84000,   0.04321
 399.00000,   3.00000,  13.88000,   0.04977
 400.00000,   4.00000,  13.09000,   0.02088
 401.00000,   4.00000,  12.59000,   0.01161
 402.00000,   4.00000,   9.87000,   0.05618
 403.00000,   4.00000,  11.31000,   0.02048
 404.00000,   4.00000,  13.75000,   0.00274
 405.00000,   4.00000,  10.10000,   0.01990
 406.00000,   4.00000,   7.30000,   0.01267
 407.00000,   4.00000,  22.06000,   0.00045
 408.00000,   4.00000,  25.85000,   0.00382
 409.00000,   4.00000,  12.18000,   0.00603
 410.00000,   4.00000,   9.63000,   0.00450
 411.00000,   4.00000,  17.09000,   0.00078
 412.00000,   4.00000,  10.74000,   0.03352
 413.00000,   4.00000,  16.80000,   0.01015
 414.00000,   4.00000,  10.68000,   0.00778
 415.00000,   4.00000,  11.63000,   0.01311
 416.00000,   4.00000,  20.28000,   0.00354
 417.00000,   4.00000,  17.75000,   0.00470
 418.00000,   4.00000,  10.02000,   0.03101
 419.00000,   4.00000,  26.28000,   0.01209
 420.00000,   4.00000,   9.84000,   0.01379
 421.00000,   4.00000,  20.69000,   0.00590
 422.00000,   4.00000,  13.47000,   0.00307
 423.00000,   4.00000,  17.98000,   0.00537
 424.00000,   4.00000,  13.78000,   0.02744
 425.00000,   4.00000,  10.73000,   0.02062
 426.00000,   4.00000,  12.64000,   0.06291
 427.00000,   4.00000,  13.72000,   0.00203
 428.00000,   4.00000,   9.40000,   0.01600
 429.00000,   4.00000,  22.63000,   0.00165
 430.00000,   4.00000,  19.82000,   0.00190
 431.00000,   4.00000,  11.89000,   0.01828
 432.00000,   4.00000,  26.66000,   0.00254
 433.00000,   4.00000,  23.56000,   0.00084
 434.00000,   4.00000,  16.44000,   0.01134
 435.00000,   4.00000,  14.07000,   0.01076
 436.00000,   4.00000,  11.61000,   0.00653
 437.00000,   4.00000,  11.61000,   0.00663
 438.00000,   4.00000,  10.03000,   0.01362
 439.00000,   4.00000,  13.82000,   0.00504
 440.00000,   4.00000,  19.73000,   0.00136
 441.00000,   4.00000,  12.25000,   0.00354
 442.00000,   4.00000,  17.21000,   0.00203
 443.00000,   4.00000,  14.98000,   0.00156
 444.00000,   4.00000,  35.63000,   0.00049
 445.00000,   4.00000,  11.07000,   0.03012
 446.00000,   4.00000,  16.67000,   0.00299
 447.00000,   4.00000,  10.32000,   0.02625
 448.00000,   4.00000,  10.96000,   0.00466
 449.00000,   4.00000,  11.30000,   0.00528
 450.00000,   4.00000,  16.62000,   0.00545
 451.00000,   4.00000,  22.53000,   0.00292
 452.00000,   4.00000,  10.79000,   0.01920
 453.00000,   4.00000,  14.89000,   0.00813
 454.00000,   4.00000,   9.84000,   0.04178
 455.00000,   4.00000,  10.69000,   0.02236
 456.00000,   4.00000,  14.14000,   0.00957
 457.00000,   4.00000,   8.81000,   0.02692
 458.00000,   4.00000,  12.48000,   0.01733
 459.00000,   4.00000,   8.16000,   0.01042
 460.00000,   4.00000,  18.36000,   0.00370
 461.00000,   4.00000,  10.72000,   0.02462
 462.00000,   4.00000,   9.93000,   0.03778
 463.00000,   4.00000,  14.10000,   0.02006
 464.00000,   4.00000,  29.00000,   0.00150
 465.00000,   4.00000,  14.41000,   0.00737
 466.00000,   4.00000,  15.90000,   0.00981
 467.00000,   4.00000,  28.65000,   0.00802
 468.00000,   4.00000,  13.61000,   0.01923
 469.00000,   4.00000,  16.52000,   0.00043
 470.00000,   4.00000,  17.58000,   0.00356
 471.00000,   4.00000,  18.95000,   0.00196
 472.00000,   4.00000,   8.19000,   0.00687
 473.00000,   4.00000,  13.75000,   0.01517
 474.00000,   4.00000,  18.93000,   0.00208
 475.00000,   4.00000,  10.82000,   0.00612
 476.00000,   4.00000,  15.39000,   0.00826
 477.00000,   4.00000,  14.88000,   0.00570
 478.00000,   4.00000,   8.70000,   0.00732
 479.00000,   4.00000,  18.10000,   0.01540
 480.00000,   4.00000,  11.80000,   0.02485
 481.00000,   4.00000,  27.58000,   0.00264
 482.00000,   4.00000,  21.18000,   0.00066
 483.00000,   4.00000,   7.39000,   0.00319
 484.00000,   4.00000,  16.10000,   0.00372
 485.00000,   4.00000,  13.01000,   0.01410
 486.00000,   4.00000,  18.53000,   0.00251
 487.00000,   4.00000,   9.86000,   0.06803
 488.00000,   4.00000,  18.70000,   0.00310
 489.00000,   4.00000,  11.46000,   0.00445
 490.00000,   4.00000,  11.84000,   0.02988
 491.00000,   4.00000,  23.34000,   0.00073
 492.00000,   4.00000,  15.83000,   0.00495
 493.00000,   4.00000,  11.86000,   0.00617
 494.00000,   4.00000,   7.60000,   0.01223
 495.00000,   4.00000,  11.54000,   0.00475
 496.00000,   4.00000,  15.17000,   0.00224
 497.00000,   4.00000,  11.11000,   0.01198
 498.00000,   4.00000,  18.91000,   0.01156
 499.00000,   4.00000,  11.90000,   0.00530
