# ID,label,root_density,linearity,planarity,sphericity,omnivariance,anisotropy
   0.00000,   0.00000,  19.73000,   0.00276,   0.96825,  -0.85448,   0.21817,   1.72030,   0.78183, -20.83005,  11.28022,   0.17455
   1.00000,   0.00000,   8.47000,   0.00434,   0.91428,  -0.76179,   0.35984,   2.29444,   0.64016, -16.81540,  10.57589,   0.24893
   2.00000,   0.00000,  15.57000,   0.00145,   0.35727,   7.05745,   0.07977,   8.79633,   0.92023,-117.56519,  40.78563,   0.04631
   3.00000,   0.00000,  16.47000,   0.00097,   0.93765,  -0.89549,   0.59655,   9.32301,   0.40345,-140.83485,  46.33284,   0.35961
   4.00000,   0.00000,   9.75000,   0.00041,   0.44432,  31.13325,   0.01729,   7.27868,   0.98271,-176.69775,  53.85293,   0.01099
   5.00000,   0.00000,  13.58000,   0.00118,   0.64829,  12.23288,   0.02658,   2.69645,   0.97342, -39.04075,  17.64258,   0.01928
   6.00000,   0.00000,   8.33000,   0.00062,   0.19711,  35.17096,   0.02220,   2.06349,   0.97780, -27.73928,  14.41787,   0.01216
   7.00000,   0.00000,  17.41000,   0.00031,   0.70036,  36.62836,   0.00796,   6.98079,   0.99204,-249.34813,  68.30980,   0.00609
   8.00000,   0.00000,  11.57000,   0.00129,   0.53995,  18.02348,   0.02418,   5.82993,   0.97582,-114.77858,  38.76075,   0.01629
   9.00000,   0.00000,  14.16000,   0.00108,   0.80416,   4.44007,   0.03600,   5.80178,   0.96400,-113.80548,  37.27205,   0.02922
  10.00000,   0.00000,  13.56000,   0.00111,  -0.79619,  63.65827,   0.02778,   4.26409,   0.97222, -91.15015,  32.70839,   0.00984
  11.00000,   0.00000,  18.11000,   0.00061,   0.53130,   9.26587,   0.04566,   8.36293,   0.95434,-140.39317,  45.61653,   0.03015
  12.00000,   0.00000,   8.54000,   0.00578,   0.94681,  -0.84153,   0.33565,   1.76144,   0.66435, -14.33780,   9.36013,   0.24167
  13.00000,   0.00000,  15.49000,   0.00149,   0.19554,  31.94838,   0.02442,   4.16037,   0.97558, -73.04968,  28.20051,   0.01335
  14.00000,   0.00000,   8.39000,   0.00125,   0.33874,  22.21688,   0.02848,   4.96366,   0.97152, -85.25134,  31.52400,   0.01686
  15.00000,   0.00000,  13.16000,   0.00042,   0.61444,  16.83685,   0.02162,  20.75904,   0.97838,-620.80212, 144.07945,   0.01536
  16.00000,   0.00000,  12.85000,   0.00093,   0.93135,  -0.83809,   0.42401,   5.08507,   0.57599, -60.16394,  24.67464,   0.28406
  17.00000,   0.00000,   8.72000,   0.00071,   0.58546,  71.73940,   0.00570,   3.42567,   0.99430,-108.47918,  36.53038,   0.00401
  18.00000,   0.00000,   7.56000,   0.00447,   0.81626,  -0.93656,   2.89613,   1.14577,  -1.89613,  -5.91227,   5.76859,   0.70986
  19.00000,   0.00000,  10.64000,   0.00066,   0.20217,  17.32328,   0.04354,   4.70361,   0.95646, -66.26262,  26.54406,   0.02365
  20.00000,   0.00000,  14.74000,   0.00180,   0.56808,   5.29204,   0.06865,   6.10259,   0.93135, -77.43710,  29.58672,   0.04575
  21.00000,   0.00000,  16.21000,   0.00091,   0.75552,  20.04259,   0.01162,   4.12068,   0.98838,-111.66350,  36.54811,   0.00925
  22.00000,   0.00000,  12.54000,   0.00050,   0.95961,  -0.81281,   0.21580,  16.02475,   0.78420,-390.10632,  97.81159,   0.17179
  23.00000,   0.00000,  14.21000,   0.00056,   0.20013,   8.56664,   0.08361,  14.28812,   0.91639,-222.50528,  66.29943,   0.04439
  24.00000,   0.00000,  13.73000,   0.00132,   0.49357,  32.84064,   0.01497,   4.76237,   0.98503,-107.72264,  36.88625,   0.00984
  25.00000,   0.00000,  10.28000,   0.00058,  -0.37928,  35.79203,   0.03749,   2.49681,   0.96251, -32.96076,  16.19707,   0.01551
  26.00000,   0.00000,  12.06000,   0.00041,   0.14346,   4.37016,   0.15950,  10.46722,   0.84050,-114.75403,  40.97268,   0.07912
  27.00000,   0.00000,  12.44000,   0.00273,   0.53743,  39.94133,   0.01130,   1.43260,   0.98870, -22.32077,  12.16711,   0.00767
  28.00000,   0.00000,  16.87000,   0.00102,   0.34349,  15.76811,   0.03915,   5.27407,   0.96085, -80.16453,  30.30303,   0.02309
  29.00000,   0.00000,   9.75000,   0.00041,   0.66772,  44.27427,   0.00734,   5.01713,   0.99266,-165.68118,  49.93279,   0.00548
